	Unnamed: 0	id	title_orig_case	source	headline	masked	predicted	new span	predicted_score	method	Humorousness	Appropriateness	Grammaticality
134	134	69572	JPMorgan CEO Jamie Dimon says he learned one of the greatest leadership lessons from the former CEO of a $35 billion fast food company	AllTheNewsKaggle	Jpmorgan Ceo Jamie Dimon says he learned one of the greatest leadership lessons from the former Ceo of a$ 35 billion fast food company	Jpmorgan Ceo Jamie Dimon says he learned one of the greatest [MASK] lessons from the former Ceo of a$ 35 billion fast food company	Jpmorgan Ceo Jamie Dimon says he learned one of the greatest barrier lessons from the former Ceo of a$ 35 billion fast food company	barrier_NOUN	9.149468496616464e-06	colloc	0	0	2
135	135	142434	Cuomo starts cleaning up the mess he made on city construction	AllTheNewsKaggle	Cuomo starts cleaning up the mess he made on city construction	Cuomo starts cleaning up the mess he made on [MASK] construction	Cuomo starts cleaning up the mess he made on climate construction	climate_NOUN	1.319419243372977e-05	colloc	0	0	3
136	136	34429	Dow Jones Has Best Week Since 2011 Due to Trump Election Win	AllTheNewsComponentsOne	Dow Jones has best week since 2011 due to Trump election win	Dow Jones has best [MASK] since 2011 due to Trump election win	Dow Jones has best reason since 2011 due to Trump election win	reason_NOUN	9.057710485649295e-06	colloc	0	1	2
137	137	187456	Exclusive: SWIFT to advise banks on security as Bangladesh hack details emerge	AllTheNewsKaggle	Exclusive: swift to advise banks on security as Bangladesh Hack details emerge	Exclusive : [MASK] to advise banks on security as Bangladesh Hack details emerge	Exclusive : foreign to advise banks on security as Bangladesh Hack details emerge	foreign_ADJ	2.358824531256687e-05	colloc	0	1	1
138	138	197355	The little-known deal that saved Amazon from the dot-com crash	AllTheNewsKaggle	The little-known deal that saved Amazon from the Dot-Com crash	The little - known [MASK] that saved Amazon from the Dot - Com crash	The little - known rule that saved Amazon from the Dot - Com crash	rule_NOUN	1.78185073309578e-05	colloc	0	2	3
139	139	168003	Houston Prepares Now For Zika’s Potential Arrival This Summer 	AllTheNewsKaggle	Houston prepares now for Zika ’ s potential arrival this summer	Houston prepares now for Zika ’ s potential [MASK] this summer	Houston prepares now for Zika ’ s potential conflict this summer	conflict_NOUN	8.930604963097721e-06	colloc	0	1	3
140	140	37384	Polls: NRA Approval 54%, Hillary Clinton Approval 41%	AllTheNewsKaggle	Polls: NRA approval 54%, Hillary Clinton approval 41%	Polls : [MASK] approval 54 % , Hillary Clinton approval 41 %	Polls : Johnny approval 54 % , Hillary Clinton approval 41 %	Johnny_PROPN	1.41284644996631e-05	colloc	0	1	3
141	141	58299	Paisley Park tours to get limited run 	AllTheNewsKaggle	Paisley park tours to get limited run	Paisley park tours to get [MASK] run	Paisley park tours to get drunk run	drunk_ADJ	1.594043533259537e-05	colloc	2	1	2
142	142	142696	Mike Bloomberg among biggest 2016 election spenders	AllTheNewsKaggle	Mike Bloomberg among biggest 2016 election spenders	Mike Bloomberg among biggest 2016 [MASK] spenders	Mike Bloomberg among biggest 2016 problem spenders	problem_NOUN	8.022254405659623e-06	colloc	1	1	2
143	143	214496	The harsh reality of being transgender in Uganda	AllTheNewsKaggle	The harsh reality of being Transgender in Uganda	The harsh reality of being [MASK] in Uganda	The harsh reality of being Hemingway in Uganda	Hemingway_PROPN	2.548190423112828e-05	colloc	1	1	3
144	144	62013	Best and worst foods to eat when sick	AllTheNewsComponentsOne	Best and worst foods to eat when sick	Best and worst [MASK] to eat when sick	Best and worst luck to eat when sick	luck_NOUN	2.766698344203178e-05	colloc	0	0	1
145	145	149252	Three days with The Dice Man: ‘I never wrote for money or fame'	AllTheNewsComponentsOne	Three days with the dice man: ‘ I never wrote for money or fame'	Three days with the dice man : ‘ I never [MASK] for money or fame '	Three days with the dice man : ‘ I never saw for money or fame '	see_VERB	1.550830165797379e-05	colloc	0	0	1
146	146	68737	Buying vs. leasing a car: what to keep in mind	AllTheNewsComponentsOne	Buying vs. Leasing a car: what to keep in mind	Buying vs. Leasing a car : what to keep in [MASK]	Buying vs. Leasing a car : what to keep in backyard	backyard_NOUN	1.256160612683743e-05	colloc	0	1	3
147	147	197131	If Trump sabotages Obamacare, rural America will suffer the most	AllTheNewsKaggle	If Trump Sabotages Obamacare, rural America will suffer the most	If Trump Sabotages Obamacare , rural America will [MASK] the most	If Trump Sabotages Obamacare , rural America will elect the most	elect_VERB	8.757103387324605e-06	colloc	1	2	3
148	148	116569	Open-Borders Lobby in Denial about DACA and Due Process	AllTheNewsComponentsOne	Open-Borders lobby in denial about Daca and due process	Open - Borders [MASK] in denial about Daca and due process	Open - Borders medium in denial about Daca and due process	medium_NOUN	9.731595127959736e-06	colloc	0	0	3
149	149	97525	Reuters: Obama To Announce SCOTUS Nominee On Wednesday	AllTheNewsKaggle	Reuters: Obama to announce Scotus nominee on Wednesday	Reuters : Obama to [MASK] Scotus nominee on Wednesday	Reuters : Obama to visit Scotus nominee on Wednesday	visit_VERB	1.119409444072517e-05	colloc	0	2	3
150	150	199026	Why Zika is a huge Catch-22 for pregnant women	AllTheNewsComponentsOne	Why Zika is a huge catch- 22 for pregnant women	Why Zika is a [MASK] catch- 22 for pregnant women	Why Zika is a postcode catch- 22 for pregnant women	postcode_ADJ	4.227607132634148e-05	jokecolloc	0	0	2
151	151	71206	A 30-year-old whose business earns up to $23,000 a month explains how she manages to work only 3 days a week	AllTheNewsComponentsOne	A 30- year-old whose business earns up to$ 23,000 a month explains how she manages to work only 3 days a week	A 30- year-old whose business earns up to $ 23,000 a month explains how she manages to work only 3 days a [MASK]	A 30- year-old whose business earns up to $ 23,000 a month explains how she manages to work only 3 days a plan	plan_NOUN	0.001461219158954918	jokecolloc	0	0	0
152	152	167923	Sink Or Swim: Poems On The Existential Terror Of Everyday Life	AllTheNewsKaggle	Sink or swim: poems on the existential terror of everyday life	Sink or swim : poems on the existential terror of everyday [MASK]	Sink or swim : poems on the existential terror of everyday fuel	fuel_NOUN	1.577852890477516e-05	jokecolloc	0	0	0
153	153	113147	 A Wary Labor Movement Reckons With Trump’s Next Moves	AllTheNewsComponentsOne	A wary labor movement reckons with Trump ’ s next moves	A wary labor movement reckons with Trump ’ s next [MASK]	A wary labor movement reckons with Trump ’ s next issues	issue_NOUN	1.011074618872954e-05	jokecolloc	0	2	3
154	154	203477	Trump has endorsed the Dakota Access Pipeline. The next move is Obama’s.	AllTheNewsComponentsOne	Trump has endorsed the Dakota access pipeline. the next move is Obama ’ S.	Trump has endorsed the Dakota access pipeline . the next [MASK] is Obama ’ S .	Trump has endorsed the Dakota access pipeline . the next installment is Obama ’ S .	installment_NOUN	0.0008454180788248777	jokecolloc	0	1	3
155	155	67443	Meet the all-star team of lawyers Robert Mueller has assembled for the Trump-Russia investigation	AllTheNewsComponentsOne	Meet the All-Star team of lawyers Robert Mueller has assembled for the Trump-Russia investigation	Meet the All-Star team of [MASK] Robert Mueller has assembled for the Trump-Russia investigation	Meet the All-Star team of cracks Robert Mueller has assembled for the Trump-Russia investigation	crack_NOUN	2.051095725619234e-05	jokecolloc	2	1	3
156	156	68737	Buying vs. leasing a car: what to keep in mind	AllTheNewsComponentsOne	Buying vs. Leasing a car: what to keep in mind	Buying vs. Leasing a car : what to keep in [MASK]	Buying vs. Leasing a car : what to keep in glass	glass_NOUN	1.252857509825844e-05	jokecolloc	0	1	3
157	157	74238	Sweeping Ceres for the Building Blocks of Life	AllTheNewsComponentsOne	Sweeping Ceres for the building blocks of life	Sweeping Ceres for the building [MASK] of life	Sweeping Ceres for the building millers of life	miller_NOUN	0.401644378900528	jokecolloc	0	1	3
158	158	220161	Some of This Actually Happened	AllTheNewsComponentsOne	Some of this actually happened	Some of this actually [MASK]	Some of this actually worked	work_VERB	1.151542255684035e-05	jokecolloc	0	2	3
159	159	54918	Jeff Sessions had one hell of a bad week	AllTheNewsKaggle	Jeff sessions had one hell of a bad week	Jeff sessions had one [MASK] of a bad week	Jeff sessions had one like of a bad week	like_NOUN	1.480445826018695e-05	jokecolloc	0	1	2
160	160	190816	Russia's ruling party wins 51 percent in election: preliminary tally	AllTheNewsComponentsOne	Russia's ruling party wins 51 percent in election: preliminary tally	Russia 's ruling party [MASK] 51 percent in election : preliminary tally	Russia 's ruling party scandals 51 percent in election : preliminary tally	scandal_NOUN	9.547621630190406e-06	jokecolloc	1	1	1
161	161	209346	It’s official: 2015 ‘smashed’ 2014’s global temperature record. It wasn’t even close	AllTheNewsComponentsOne	It ’ s official: 2015 ‘ smashed ’ 2014 ’ s global temperature record. It wasn ’ t even close	It ’ s official : 2015 ‘ smashed ’ 2014 ’ s global [MASK] record . It wasn ’ t even close	It ’ s official : 2015 ‘ smashed ’ 2014 ’ s global gag record . It wasn ’ t even close	gag_NOUN	0.0001705735776340589	jokecolloc	2	1	3
162	162	153608	The EpiPen boss tried to defend price hikes to Congress. No one bought it	AllTheNewsKaggle	The Epipen boss tried to defend price HIKES to Congress. No one bought it	The Epipen boss tried to [MASK] price HIKES to Congress . No one bought it	The Epipen boss tried to audition price HIKES to Congress . No one bought it	audition_VERB	0.0002728012041188776	jokecolloc	0	1	0
163	163	54156	Gen. Hayden: I’ve changed my mind about special prosecutors 	AllTheNewsKaggle	Gen. Hayden: I ’ ve changed my mind about special prosecutors	Gen. Hayden : I ’ ve changed my [MASK] about special prosecutors	Gen. Hayden : I ’ ve changed my voicemail about special prosecutors	voicemail_NOUN	1.143738700193353e-05	jokecolloc	0	1	0
164	164	143206	Rio has turned Hope Solo into public enemy No. 1	AllTheNewsComponentsOne	Rio has turned hope solo into public enemy no. 1	Rio has turned hope solo into public [MASK] no . 1	Rio has turned hope solo into public domain no . 1	domain_NOUN	7.79116635385435e-06	jokecolloc	0	1	2
165	165	53527	Sessions has no regrets for Hawaii remark	AllTheNewsKaggle	Sessions has no regrets for Hawaii remark	Sessions has no [MASK] for Hawaii remark	Sessions has no functions for Hawaii remark	function_NOUN	0.9970496892929077	jokecolloc	0	1	1
166	166	72257	How a hedge fund legend took time out, busked on the New York subway, and found himself in the process	AllTheNewsKaggle	How a hedge fund legend took time out, Busked on the New York subway, and found himself in the process	How a hedge [MASK] legend took time out , Busked on the New York subway , and found himself in the process	How a hedge knight legend took time out , Busked on the New York subway , and found himself in the process	knight_NOUN	2.435457463434432e-05	jokecolloc	1	1	3
167	167	52903	Here's why Trump should be careful criticizing the Freedom Caucus	AllTheNewsComponentsOne	Here's why Trump should be careful criticizing the freedom caucus	Here 's why Trump should be [MASK] criticizing the freedom caucus	Here 's why Trump should be illegal criticizing the freedom caucus	illegal_ADJ	1.288788917008787e-05	jokecolloc	2	2	3
168	168	145097	Wall Street just had its worst ever first week to start a year	AllTheNewsComponentsOne	Wall Street just had its worst ever first week to start a year	Wall Street just had its worst ever first week to [MASK] a year	Wall Street just had its worst ever first week to stick a year	stick_VERB	2.699176366149914e-05	jokecolloc	0	1	2
169	169	87027	NFL players face host of issues ahead of Mexico City game	AllTheNewsComponentsOne	Nfl players face host of issues ahead of Mexico City game	Nfl players face host of [MASK] ahead of Mexico City game	Nfl players face host of courses ahead of Mexico City game	course_NOUN	1.067540324584115e-05	jokecolloc	0	0	2
170	170	112743	 Trump Will Have Access To Personal Info Of “Dreamers” For Deportation Efforts	AllTheNewsComponentsOne	Trump will have access to personal Info of “ Dreamers ” for deportation efforts	Trump will have [MASK] to personal Info of “ Dreamers ” for deportation efforts	Trump will have surgery to personal Info of “ Dreamers ” for deportation efforts	surgery_NOUN	1.280303331441246e-05	jokecolloc	0	0	1
171	171	113225	 21 Gifts For The Person You Forgot To Buy Something For	AllTheNewsKaggle	21 gifts for the person you forgot to buy something for	21 gifts for the person you forgot to buy [MASK] for	21 gifts for the person you forgot to buy playstation for	playstation_NOUN	4.597640872816555e-05	jokecolloc	3	3	3
172	172	85629	Facing Trump, Democrats could have their own 1994 landslide, but numbers appear against them	AllTheNewsComponentsOne	Facing Trump, Democrats could have their own 1994 landslide, but numbers appear against them	Facing Trump , Democrats could have their [MASK] 1994 landslide , but numbers appear against them	Facing Trump , Democrats could have their read 1994 landslide , but numbers appear against them	read_ADJ	8.865324161888566e-06	jokecolloc	0	0	0
173	173	216132	Elizabeth Warren: Trump didn’t invent the ‘rigged election’ myth. Republicans did.	AllTheNewsKaggle	Elizabeth Warren: Trump didn ’ t invent the ‘ rigged election ’ myth. Republicans did.	Elizabeth Warren : Trump didn ’ t [MASK] the ‘ rigged election ’ myth . Republicans did .	Elizabeth Warren : Trump didn ’ t exist the ‘ rigged election ’ myth . Republicans did .	exist_NOUN	0.0001569833984831348	jokecolloc	0	0	0
174	174	138912	No one helped woman as she burned alive in Rome, prosecutor says	AllTheNewsComponentsOne	No one helped woman as she burned alive in Rome, Prosecutor says	No one helped woman as she burned [MASK] in Rome , Prosecutor says	No one helped woman as she burned most in Rome , Prosecutor says	most_ADJ	8.76980720931897e-06	jokecolloc	0	0	3
175	175	147457	Sally Field: 'I never felt that I had very many choices. Ever'	AllTheNewsComponentsOne	Sally field:' I never felt that I had very many choices. ever'	Sally field : ' I never felt that I had very [MASK] choices . ever '	Sally field : ' I never felt that I had very happy choices . ever '	happy_ADJ	0.0002084473671857268	jokecolloc	0	2	3
176	176	203248	Hamilton’s cast reminded Pence that inclusivity is an American value. Trump wants an apology.	AllTheNewsKaggle	Hamilton ’ s cast reminded pence that Inclusivity is an American value. Trump wants an apology.	Hamilton ’ s cast reminded pence that Inclusivity is an American value . Trump wants an [MASK] .	Hamilton ’ s cast reminded pence that Inclusivity is an American value . Trump wants an ex .	ex_NOUN	8.96739584277384e-05	jokecolloc	1	1	3
177	177	72035	Curt Schilling baffles news anchor by defending Donald Trump’s odd remarks about a young girl	AllTheNewsKaggle	Curt schilling Baffles news anchor by defending Donald Trump ’ s odd remarks about a young girl	Curt schilling Baffles news anchor by defending Donald Trump ’ s odd remarks about a young [MASK]	Curt schilling Baffles news anchor by defending Donald Trump ’ s odd remarks about a young banking	banking_NOUN	1.037824767990969e-05	jokecolloc	0	1	2
178	178	212068	Is Bernie Sanders doing any better than he was when voting began?	AllTheNewsKaggle	Is Bernie Sanders doing any better than he was when voting began?	Is Bernie Sanders doing any [MASK] than he was when voting began ?	Is Bernie Sanders doing any scottisher than he was when voting began ?	scottish_ADJ	1.958767279575113e-05	jokecolloc	1	1	1
179	179	208367	U.S. Navy destroyer collides with container ship near Japan, suffers damage	AllTheNewsKaggle	U. S. Navy destroyer collides with container ship near Japan, suffers damage	U. S. Navy destroyer collides with container [MASK] near Japan , suffers damage	U. S. Navy destroyer collides with container transportation near Japan , suffers damage	transportation_NOUN	7.13436429577996e-06	jokecolloc	0	2	1
180	180	181461	Consumer confidence slips; new home sales hit eight-month high	AllTheNewsComponentsOne	Consumer confidence slips; new home sales hit Eight-Month high	Consumer confidence slips ; new home [MASK] hit Eight-Month high	Consumer confidence slips ; new home reports hit Eight-Month high	report_NOUN	8.897594852896873e-06	jokecolloc	0	0	2
181	181	151754	Britain is changed utterly. Unless this summer is just a bad dream	AllTheNewsComponentsOne	Britain is changed utterly. Unless this summer is just a bad dream	Britain is changed utterly . Unless this summer is just a bad [MASK]	Britain is changed utterly . Unless this summer is just a bad diarrhea	diarrhea_NOUN	0.9997782111167908	jokecolloc	1	1	2
182	182	139470	GoFundMe page helps aspiring nun pay off student loan debt	AllTheNewsComponentsOne	Gofundme page helps aspiring nun pay off student loan debt	Gofundme page helps aspiring nun pay off student loan [MASK]	Gofundme page helps aspiring nun pay off student loan provider	provider_NOUN	1.099860401154729e-05	jokecolloc	0	2	2
183	183	132188	Today’s Democrats have no problem embracing known terrorists	AllTheNewsComponentsOne	Today ’ s Democrats have no problem embracing known terrorists	Today ’ s Democrats have no [MASK] embracing known terrorists	Today ’ s Democrats have no companionship embracing known terrorists	companionship_NOUN	1.25589231174672e-05	jokecolloc	0	2	3
184	184	214466	83 brutal seconds of Donald Trump totally contradicting himself on foreign policy	AllTheNewsKaggle	83 brutal seconds of Donald Trump totally contradicting himself on foreign policy	83 brutal seconds of Donald Trump totally contradicting himself on foreign [MASK]	83 brutal seconds of Donald Trump totally contradicting himself on foreign worker	worker_NOUN	9.827647772908676e-06	jokecolloc	0	0	3
185	185	86238	Sanders admits being bothered by Clinton's depiction of young voters who backed him	AllTheNewsComponentsOne	Sanders admits being bothered by Clinton'S depiction of young voters who backed him	Sanders admits being bothered by Clinton 'S depiction of young [MASK] who backed him	Sanders admits being bothered by Clinton 'S depiction of young tonight who backed him	tonight_NOUN	1.052379957400262e-05	jokecolloc	0	0	0
186	186	126044	Trump brags about his first month in office	AllTheNewsKaggle	Trump Brags about his first month in office	Trump Brags about his first month in [MASK]	Trump Brags about his first month in prism	prism_NOUN	1.107348634832306e-05	jokecolloc	0	0	2
187	187	69597	Billionaire investor Warren Buffett is getting in the bidding war for Yahoo	AllTheNewsComponentsOne	Billionaire investor Warren Buffett is getting in the bidding war for Yahoo	Billionaire investor Warren Buffett is getting in the bidding [MASK] for Yahoo	Billionaire investor Warren Buffett is getting in the bidding date for Yahoo	date_NOUN	1.02969934232533e-05	jokecolloc	0	0	2
188	188	70090	Someone just lost a ton of money on LinkedIn, and the SEC probably has questions	AllTheNewsComponentsOne	Someone just lost a ton of money on Linkedin, and the SEC probably has questions	Someone just lost a ton of [MASK] on Linkedin , and the SEC probably has questions	Someone just lost a ton of chlorine on Linkedin , and the SEC probably has questions	chlorine_NOUN	0.01069360133260489	jokecolloc	0	0	3
189	189	67583	People keep emailing Apple to say the Apple Watch saved their life	AllTheNewsComponentsOne	People keep Emailing apple to say the apple watch saved their life	People keep Emailing apple to say the apple [MASK] saved their life	People keep Emailing apple to say the apple term saved their life	term_NOUN	0.002872245386242867	jokecolloc	0	0	3
190	190	181222	Wall Street dips before French election, but up for week	AllTheNewsKaggle	Wall Street dips before French election, but up for week	Wall Street dips before French election , but up for [MASK]	Wall Street dips before French election , but up for grab	grab_NOUN	9.263226274924818e-06	jokecolloc	0	1	2
191	191	65915	Apollo astronaut: ’You go to heaven when you are born’	AllTheNewsKaggle	Apollo astronaut: ’ you go to heaven when you are born ’	Apollo astronaut : ’ you go to heaven when you are [MASK] ’	Apollo astronaut : ’ you go to heaven when you are disembodied ’	disembody_VERB	0.0003057083813473582	jokecolloc	0	1	3
192	192	204781	My partner and I have $120,000 in student debt. Here’s how we manage it.	AllTheNewsKaggle	My partner and I have$ 120,000 in student debt. Here ’ s how we manage it.	My partner and I have $ 120,000 in student [MASK] . Here ’ s how we manage it .	My partner and I have $ 120,000 in student room . Here ’ s how we manage it .	room_NOUN	0.0002564640017226338	jokecolloc	0	1	3
193	193	145550	New York Republicans actually take a stand	AllTheNewsKaggle	New York Republicans actually take a stand	New York Republicans actually take a [MASK]	New York Republicans actually take a chess	chess_NOUN	1.300996882491745e-05	jokecolloc	1	1	2
194	194	216134	How Trump could still win	AllTheNewsKaggle	How Trump could still win	How Trump could still [MASK]	How Trump could still refer	refer_VERB	1.16940727821202e-05	jokecolloc	0	1	2
195	195	51985	Uber: We're 'absolutely not' behind smear campaign of former employee	AllTheNewsComponentsOne	Uber: we're' absolutely not' behind smear campaign of former employee	Uber : we 're ' absolutely not ' behind smear campaign of former [MASK]	Uber : we 're ' absolutely not ' behind smear campaign of former joint	joint_NOUN	9.870205758488737e-06	jokecolloc	1	1	2
196	196	80105	Every Day, 7,000 Americans Try Weed for the First Time	AllTheNewsComponentsOne	Every day, 7,000 Americans try weed for the first time	Every day , 7,000 Americans try weed for the first [MASK]	Every day , 7,000 Americans try weed for the first battalion	battalion_NOUN	2.567573028500192e-05	jokecolloc	0	0	2
197	197	83044	Marshawn Lynch is reportedly planning to retire	AllTheNewsKaggle	Marshawn Lynch is reportedly planning to retire	Marshawn Lynch is reportedly planning to [MASK]	Marshawn Lynch is reportedly planning to lay	lay_VERB	9.489571311860345e-06	jokecolloc	1	1	3
198	198	83769	Bible charity vows to continue translation work after murders of four employees	AllTheNewsKaggle	Bible charity vows to continue translation work after murders of four employees	Bible charity vows to [MASK] translation work after murders of four employees	Bible charity vows to protect translation work after murders of four employees	protect_VERB	9.67459345702082e-06	jokecolloc	0	1	3
199	199	165060	As Trump Lifestyle Takes Toll On Secret Service, Lawmakers Try To Give Extra Support	AllTheNewsComponentsOne	As Trump lifestyle takes toll on secret service, lawmakers try to give extra support	As Trump lifestyle takes toll on secret [MASK] , lawmakers try to give extra support	As Trump lifestyle takes toll on secret justice , lawmakers try to give extra support	justice_NOUN	8.709978828846943e-06	jokecolloc	0	3	3
